meallion-livekit  | 2026-03-09T12:14:33.215Z	INFO	livekit	server/main.go:208	starting in development mode
meallion-livekit  | 2026-03-11T13:49:07.188Z	WARN	livekit	service/rtcservice.go:424	error writing to request sink	{"participant": "agent-AJ_Z5oMSgqDN6T3", "pID": "", "room": "web-1773236797349", "remote": false, "connID": "CO_EE5Xsm9uAMLy", "error": "stream closed"}
meallion-livekit  | 2026-03-11T13:49:07.189Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773236797349", "roomID": "RM_UEhYiJJQkoxB", "participant": "user-nt0hgen", "pID": "PA_3KawEqRQcqWH", "remote": false, "sendLeave": true, "reason": "SERVICE_REQUEST_DELETE_ROOM", "isExpectedToResume": false}
meallion-livekit  | 2026-03-11T13:49:07.190Z	INFO	livekit.agents	agent/worker.go:511	job ended	{"workerID": "AW_mXgzWc6PF3SV", "agentName": "", "jobType": "JT_ROOM", "jobID": "AJ_Z5oMSgqDN6T3", "status": "JS_FAILED", "error": "agent worker left the room"}
meallion-livekit  | 2026-03-11T13:49:07.200Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListParticipants	{"service": "RoomService", "method": "ListParticipants", "room": "web-1773236797349", "duration": "246.315µs", "status": "200"}
meallion-livekit  | 2026-03-11T13:49:07.215Z	INFO	livekit	service/roommanager.go:168	deleting room state	{"room": "web-1773236797349"}
meallion-livekit  | 2026-03-11T13:49:07.216Z	INFO	livekit.room	service/roommanager.go:626	room closed	{"room": "web-1773236797349", "roomID": "RM_UEhYiJJQkoxB"}
meallion-livekit  | 2026-03-11T13:49:07.216Z	INFO	livekit.api	service/twirp.go:124	API RoomService.DeleteRoom	{"service": "RoomService", "method": "DeleteRoom", "room": "web-1773236797349", "duration": "47.452041ms", "status": "200"}
meallion-livekit  | 2026-03-11T13:49:07.571Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "312.854µs", "status": "200"}
meallion-livekit  | 2026-03-11T13:49:12.607Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "225.601µs", "status": "200"}
meallion-livekit  | 2026-03-11T13:49:17.636Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "224.779µs", "status": "200"}
meallion-livekit  | 2026-03-11T13:50:43.388Z	INFO	livekit.agents	service/agentservice.go:310	last worker deregistered	{"namespace": "", "jobType": "JT_ROOM", "agentName": "", "workerID": "AW_mXgzWc6PF3SV"}
meallion-livekit  | 2026-03-11T13:50:43.388Z	INFO	livekit.agents	agent/worker.go:450	closing worker	{"workerID": "AW_mXgzWc6PF3SV", "agentName": "", "jobType": "JT_ROOM", "workerID": "AW_mXgzWc6PF3SV", "jobType": "JT_ROOM", "agentName": ""}
meallion-livekit  | 2026-03-11T13:50:46.454Z	INFO	livekit.agents	service/agentservice.go:275	worker registered	{"namespace": "", "jobType": "JT_ROOM", "agentName": "", "workerID": "AW_cedNYSn9Wxqe"}
meallion-livekit  | 2026-03-11T13:51:27.764Z	INFO	livekit.agents	service/agentservice.go:310	last worker deregistered	{"namespace": "", "jobType": "JT_ROOM", "agentName": "", "workerID": "AW_cedNYSn9Wxqe"}
meallion-livekit  | 2026-03-11T13:51:27.764Z	INFO	livekit.agents	agent/worker.go:450	closing worker	{"workerID": "AW_cedNYSn9Wxqe", "agentName": "", "jobType": "JT_ROOM", "workerID": "AW_cedNYSn9Wxqe", "jobType": "JT_ROOM", "agentName": ""}
meallion-livekit  | 2026-03-11T13:51:30.557Z	INFO	livekit.agents	service/agentservice.go:275	worker registered	{"namespace": "", "jobType": "JT_ROOM", "agentName": "", "workerID": "AW_DNBcndLsY7TX"}
meallion-livekit  | 2026-03-11T13:53:01.646Z	INFO	livekit	service/roomallocator.go:164	selected node for room	{"room": "web-1773237181522", "selectedNodeID": "ND_zSK5zVsgTdpv"}
meallion-livekit  | 2026-03-11T13:53:01.651Z	INFO	livekit	service/roommanager.go:405	starting RTC session	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "room": "web-1773237181522", "nodeID": "ND_zSK5zVsgTdpv", "numParticipants": 0, "participantInit": {"Identity": "user-8rdcbch", "Reconnect": false, "ReconnectReason": "RR_UNKNOWN", "AutoSubscribe": true, "Client": {"sdk": "JS", "version": "2.16.1", "protocol": 16, "os": "Windows", "osVersion": "10", "deviceModel": "Other", "browser": "Chrome", "browserVersion": "145.0.0"}, "Grants": {"Identity": "", "Kind": "", "Video": {"RoomCreate": false, "RoomList": false, "RoomRecord": false, "RoomAdmin": false, "RoomJoin": true, "Room": "web-1773237181522", "CanPublish": true, "CanSubscribe": true, "CanPublishData": true, "CanPublishSources": [], "CanUpdateOwnMetadata": "not-set", "IngressAdmin": false, "Hidden": false, "Recorder": false, "Agent": false, "CanSubscribeMetrics": "not-set"}, "SIP": {}, "RoomConfig": {}, "RoomPreset": ""}, "Region": "", "AdaptiveStream": false, "ID": "", "SubscriberAllowPause": "not-set", "DisableICELite": false, "CreateRoom": {"name": "web-1773237181522"}}}
meallion-livekit  | 2026-03-11T13:53:01.688Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:57374->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T13:53:01.688Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:56852->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T13:53:01.692Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T13:53:01.733Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:01.740Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:57688->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:01.745Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:53090->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:01.794Z	INFO	livekit	rtc/room.go:469	participant active	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.5:57943 (resolved: 172.18.0.5:57943)", "[local][trickle] tcp4 host 172.18.0.5:7881 (resolved: 172.18.0.5:7881)", "[remote][selected:1][trickle] udp4 host 172.30.64.1:52568", "[remote][trickle] udp4 host 192.168.29.80:52569", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:89a5:e5e7:683e:a...:52570", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:579c:e079:1497:4...:52571"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.5:51116 (resolved: 172.18.0.5:51116)", "[local][trickle] tcp4 host 172.18.0.5:7881 (resolved: 172.18.0.5:7881)", "[remote][selected:1][trickle] udp4 host 172.30.64.1:52563", "[remote][trickle] udp4 host 192.168.29.80:52564", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:89a5:e5e7:683e:a...:52565", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:579c:e079:1497:4...:52566"], "connectionType": "udp"}
meallion-livekit  | 2026-03-11T13:53:01.864Z	INFO	livekit.agents	service/agentservice.go:384	assigned job to worker	{"jobID": "AJ_uxESgxwqd2eK", "namespace": "", "agentName": "", "room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "workerID": "AW_DNBcndLsY7TX"}
meallion-livekit  | 2026-03-11T13:53:01.892Z	INFO	livekit	service/roommanager.go:405	starting RTC session	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "room": "web-1773237181522", "nodeID": "ND_zSK5zVsgTdpv", "numParticipants": 1, "participantInit": {"Identity": "agent-AJ_uxESgxwqd2eK", "Reconnect": false, "ReconnectReason": "RR_UNKNOWN", "AutoSubscribe": false, "Client": {"sdk": "PYTHON", "version": "1.1.2", "protocol": 16}, "Grants": {"Identity": "", "Kind": "agent", "Video": {"RoomCreate": false, "RoomList": false, "RoomRecord": false, "RoomAdmin": false, "RoomJoin": true, "Room": "web-1773237181522", "CanPublish": true, "CanSubscribe": true, "CanPublishData": true, "CanPublishSources": [], "CanUpdateOwnMetadata": true, "IngressAdmin": false, "Hidden": false, "Recorder": false, "Agent": true, "CanSubscribeMetrics": false}, "SIP": {}, "RoomConfig": {}, "RoomPreset": ""}, "Region": "", "AdaptiveStream": false, "ID": "", "SubscriberAllowPause": "not-set", "DisableICELite": false, "CreateRoom": {"name": "web-1773237181522"}}}
meallion-livekit  | 2026-03-11T13:53:01.898Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:58055->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T13:53:01.922Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:52675->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T13:53:02.065Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:02.066Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:02.066Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:02.082Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:59462->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:02.106Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:50494->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:02.111Z	INFO	livekit.pub	rtc/participant.go:1791	mediaTrack published	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "kind": "audio", "trackID": "TR_AMo5HgP9qNvUzf", "webrtcTrackID": "ae287aff-caf6-48e9-8ec8-02716f78237d", "rid": "", "SSRC": 3134456590, "mime": "audio/red", "trackInfo": {"sid": "TR_AMo5HgP9qNvUzf", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1773237182108281}}, "fromSdp": true}
meallion-livekit  | 2026-03-11T13:53:02.133Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:02.142Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:02.142Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T13:53:03.947Z	INFO	livekit	rtc/room.go:469	participant active	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.5:52807 (resolved: 172.18.0.5:52807)", "[local][trickle] tcp4 host 172.18.0.5:7881 (resolved: 172.18.0.5:7881)", "[local][trickle] udp4 srflx 49.36.243.72:52583 related 0.0.0.0:50835 (resolved: 49.36.243.72:52583)", "[local][trickle] udp4 srflx 49.36.243.72:52584 related 0.0.0.0:50427 (resolved: 49.36.243.72:52584)", "[local][trickle] udp4 srflx 49.36.243.72:52585 related 0.0.0.0:57630 (resolved: 49.36.243.72:52585)", "[remote][selected:1][trickle] udp4 host 172.18.0.2:34363", "[remote][trickle] udp4 srflx 49.36.243...:52586  related 172.18.0.2:34363", "[remote][trickle] udp4 srflx 49.36.243...:52587  related 172.18.0.2:34363", "[remote][trickle] tcp4 host 172.18.0.2:47333"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.5:55045 (resolved: 172.18.0.5:55045)", "[local][trickle] tcp4 host 172.18.0.5:7881 (resolved: 172.18.0.5:7881)", "[local][trickle] udp4 srflx 49.36.243.72:52578 related 0.0.0.0:53992 (resolved: 49.36.243.72:52578)", "[local][trickle] udp4 srflx 49.36.243.72:52579 related 0.0.0.0:56345 (resolved: 49.36.243.72:52579)", "[local][trickle] udp4 srflx 49.36.243.72:52580 related 0.0.0.0:53156 (resolved: 49.36.243.72:52580)", "[remote][trickle] udp4 host 172.18.0.2:39891", "[remote][trickle] udp4 srflx 49.36.243...:52596  related 172.18.0.2:39891", "[remote][trickle] udp4 srflx 49.36.243...:52597  related 172.18.0.2:39891", "[remote][trickle] tcp4 host 172.18.0.2:59591", "[remote][selected:1][trickle] udp4 prflx 172.18.0.2:39891"], "connectionType": "udp"}
meallion-livekit  | 2026-03-11T13:53:13.682Z	INFO	livekit.pub	rtc/participant.go:1791	mediaTrack published	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "kind": "audio", "trackID": "TR_AMSTrAiVJBNd6a", "webrtcTrackID": "8ba6030d-443b-4f39-99d9-2b3788f95d99", "rid": "", "SSRC": 345234808, "mime": "audio/red", "trackInfo": {"sid": "TR_AMSTrAiVJBNd6a", "type": "AUDIO", "name": "assistant_voice", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1773237193679058}}, "fromSdp": true}
meallion-livekit  | 2026-03-11T13:53:34.357Z	WARN	livekit.pion.tcp_mux	v4@v4.0.3/tcp_packet_conn.go:180	Failed to read streaming packet: EOF
meallion-livekit  | 2026-03-11T13:53:37.653Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "207.638µs", "status": "200"}
meallion-livekit  | 2026-03-11T13:53:37.654Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListParticipants	{"service": "RoomService", "method": "ListParticipants", "room": "web-1773237181522", "duration": "195.113µs", "status": "200"}
meallion-livekit  | 2026-03-11T13:53:41.372Z	INFO	livekit.room	service/roommanager.go:808	deleting room	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT"}
meallion-livekit  | 2026-03-11T13:53:41.372Z	INFO	livekit.room	rtc/room.go:911	closing room	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT"}
meallion-livekit  | 2026-03-11T13:53:41.372Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "agent-AJ_uxESgxwqd2eK", "pID": "PA_nuU6vXCqjJ7y", "remote": false, "sendLeave": true, "reason": "SERVICE_REQUEST_DELETE_ROOM", "isExpectedToResume": false}
meallion-livekit  | 2026-03-11T13:53:41.372Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "sendLeave": true, "reason": "SERVICE_REQUEST_DELETE_ROOM", "isExpectedToResume": false}
meallion-livekit  | 2026-03-11T13:53:41.373Z	INFO	livekit	service/roommanager.go:168	deleting room state	{"room": "web-1773237181522"}
meallion-livekit  | 2026-03-11T13:53:41.374Z	INFO	livekit.room	service/roommanager.go:626	room closed	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT"}
meallion-livekit  | 2026-03-11T13:53:41.374Z	INFO	livekit.agents	agent/worker.go:511	job ended	{"workerID": "AW_DNBcndLsY7TX", "agentName": "", "jobType": "JT_ROOM", "jobID": "AJ_uxESgxwqd2eK", "status": "JS_FAILED", "error": "agent worker left the room"}
meallion-livekit  | 2026-03-11T13:53:41.374Z	INFO	livekit.api	service/twirp.go:124	API RoomService.DeleteRoom	{"service": "RoomService", "method": "DeleteRoom", "room": "web-1773237181522", "duration": "6.091666ms", "status": "200"}
meallion-livekit  | 2026-03-11T13:53:41.408Z	WARN	livekit.transport.pion.mux	mux/mux.go:166	Warning: mux: no endpoint for packet starting with 21, adding to queue size(0)	{"room": "web-1773237181522", "roomID": "RM_9VGW3e8MiHpT", "participant": "user-8rdcbch", "pID": "PA_sLjYZGWEZxkL", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T13:53:41.417Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "354.611µs", "status": "200"}
meallion-livekit  | 2026-03-11T14:15:05.827Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "653.891µs", "status": "200"}
meallion-livekit  | 2026-03-11T14:15:09.623Z	INFO	livekit	service/roomallocator.go:164	selected node for room	{"room": "web-1773238509442", "selectedNodeID": "ND_zSK5zVsgTdpv"}
meallion-livekit  | 2026-03-11T14:15:09.628Z	INFO	livekit	service/roommanager.go:405	starting RTC session	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "room": "web-1773238509442", "nodeID": "ND_zSK5zVsgTdpv", "numParticipants": 0, "participantInit": {"Identity": "user-u3xq4sm", "Reconnect": false, "ReconnectReason": "RR_UNKNOWN", "AutoSubscribe": true, "Client": {"sdk": "JS", "version": "2.16.1", "protocol": 16, "os": "Windows", "osVersion": "10", "deviceModel": "Other", "browser": "Chrome", "browserVersion": "145.0.0"}, "Grants": {"Identity": "", "Kind": "", "Video": {"RoomCreate": false, "RoomList": false, "RoomRecord": false, "RoomAdmin": false, "RoomJoin": true, "Room": "web-1773238509442", "CanPublish": true, "CanSubscribe": true, "CanPublishData": true, "CanPublishSources": [], "CanUpdateOwnMetadata": "not-set", "IngressAdmin": false, "Hidden": false, "Recorder": false, "Agent": false, "CanSubscribeMetrics": "not-set"}, "SIP": {}, "RoomConfig": {}, "RoomPreset": ""}, "Region": "", "AdaptiveStream": false, "ID": "", "SubscriberAllowPause": "not-set", "DisableICELite": false, "CreateRoom": {"name": "web-1773238509442"}}}
meallion-livekit  | 2026-03-11T14:15:09.673Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:51690->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T14:15:09.676Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:50818->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T14:15:09.686Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T14:15:09.702Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-11T14:15:09.708Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T14:15:09.709Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T14:15:09.709Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T14:15:09.717Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:52116->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T14:15:09.718Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:59916->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-11T14:15:09.784Z	INFO	livekit	rtc/room.go:469	participant active	{"room": "web-1773238509442", "roomID": "RM_KnTEFPHurJ8x", "participant": "user-u3xq4sm", "pID": "PA_LNQY7WUzYmP9", "remote": false, "publisherCandidates": ["[local][trickle] tcp4 host 172.18.0.5:7881 (resolved: 172.18.0.5:7881)", "[local][selected:1][trickle] udp4 host 172.18.0.5:52786 (resolved: 172.18.0.5:52786)", "[remote][trickle] udp4 host 172.30.64.1:51058", "[remote][selected:1][trickle] udp4 host 192.168.29.80:51059", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:89a5:e5e7:683e:a...:51060", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:579c:e079:1497:4...:51061"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.5:52915 (resolved: 172.18.0.5:52915)", "[local][trickle] tcp4 host 172.18.0.5:7881 (resolved: 172.18.0.5:7881)", "[local][trickle] udp4 srflx 49.36.243.72:51052 related 0.0.0.0:51433 (resolved: 49.36.243.72:51052)", "[remote][selected:1][trickle] udp4 host 172.30.64.1:51054", "[remote][trickle] udp4 host 192.168.29.80:51055", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:89a5:e5e7:683e:a...:51056", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:579c:e079:1497:4...:51057"], "connectionType": "udp"}
